Customer_ID,Month,Age,Monthly_Inhand_Salary,Num_Bank_Accounts,Num_Credit_Card,Interest_Rate,Num_of_Loan,Type_of_Loan,Delay_from_due_date,Num_of_Delayed_Payment,Outstanding_Debt,Payment_of_Min_Amount
9366,2022-01-12,26,6099.23,6,10,22,7,"Debt Consolidation Loan, Payday Loan, Not Specified, Mortgage Loan, Home Equity Loan, Payday Loan, and Credit-Builder Loan",45,18,2404.39,Yes
9365,2022-01-12,39,1740.013333333333,9,9,22,5,"Home Equity Loan, Mortgage Loan, Personal Loan, Mortgage Loan, and Student Loan",33,22,4866.57,Yes
9362,2022-01-12,33,2269.0691666666667,7,4,16,0,No Loan,19,13,667.56,Yes
9361,2022-01-12,56,8631.92,5,5,10,0,No Loan,19,11,27.19,No
9360,2022-01-12,23,853.04625,8,3,10,4,"Mortgage Loan, Auto Loan, Payday Loan, and Mortgage Loan",22,11,1664.89,Yes
9359,2022-01-12,46,1405.6991666666663,8,8,30,2,"Debt Consolidation Loan, and Student Loan",23,26,2664.61,Yes
9358,2022-01-12,39,5235.1866666666665,9,9,21,7,"Home Equity Loan, Student Loan, Home Equity Loan, Student Loan, Credit-Builder Loan, Not Specified, and Credit-Builder Loan",38,19,1654.05,Yes
9357,2022-01-12,31,1432.1083333333331,4,6,15,3,"Credit-Builder Loan, Mortgage Loan, and Payday Loan",13,20,861.13,Yes
9364,2022-01-12,23,8188.211723740895,8,5,16,1,Payday Loan,6,8,1226.28,No
9297,2022-01-12,21,4334.035,6,9,24,7,"Payday Loan, Personal Loan, Home Equity Loan, Debt Consolidation Loan, Not Specified, Mortgage Loan, and Credit-Builder Loan",21,16,3254.22,Yes
9336,2022-01-12,25,5083.243433392828,5,5,11,2,"Personal Loan, and Auto Loan",20,20,193.48,No
9311,2022-01-12,42,3063.1316666666667,6,3,18,4,"Debt Consolidation Loan, Auto Loan, Credit-Builder Loan, and Home Equity Loan",16,18,2230.04,Yes
9309,2022-01-12,24,1434.0741666666663,5,4,20,4,"Debt Consolidation Loan, Personal Loan, Mortgage Loan, and Mortgage Loan",6,19,2235.81,Yes
9308,2022-01-12,26,6260.163929655953,10,6,22,8,"Mortgage Loan, Payday Loan, Home Equity Loan, Student Loan, Personal Loan, Auto Loan, Not Specified, and Not Specified",56,20,3718.62,Yes
9307,2022-01-12,20,1027.9225,4,5,9,4,"Auto Loan, Personal Loan, Home Equity Loan, and Not Specified",26,10,268.56,No
9306,2022-01-12,34,1147.3575,5,5,9,7,"Debt Consolidation Loan, Debt Consolidation Loan, Auto Loan, Student Loan, Payday Loan, Credit-Builder Loan, and Debt Consolidation Loan",7,14,485.24,Yes
9305,2022-01-12,36,2898.916666666666,8,7,21,7,"Credit-Builder Loan, Personal Loan, Mortgage Loan, Personal Loan, Credit-Builder Loan, Debt Consolidation Loan, and Auto Loan",27,12,2002.39,Yes
9304,2022-01-12,25,13543.32,3,6,12,4,"Auto Loan, Personal Loan, Debt Consolidation Loan, and Home Equity Loan",7,5,803.43,No
9303,2022-01-12,48,11324.253333333336,7,6,16,1,Debt Consolidation Loan,20,18,556.85,No
9302,2022-01-12,23,1090.3529166666667,4,8,25,2,"Auto Loan, and Student Loan",23,12,1498.73,Yes
9301,2022-01-12,28,3150.8016666666667,6,6,2,3,"Student Loan, Credit-Builder Loan, and Student Loan",18,20,557.48,No
9300,2022-01-12,42,12080.516666666668,5,5,2,0,No Loan,7,4,457.05,No
9299,2022-01-12,29,2378.288333333333,7,5,18,5,"Not Specified, Home Equity Loan, Mortgage Loan, Student Loan, and Mortgage Loan",26,24,2152.83,Yes
9314,2022-01-12,56,4296.515,6,6,10,0,No Loan,14,19,583.79,No
9315,2022-01-12,54,2329.410833333333,4,7,7,2,"Mortgage Loan, and Home Equity Loan",23,16,607.5,Yes
9316,2022-01-12,46,3696.721666666667,1,7,4,0,No Loan,6,0,186.89,No
9332,2022-01-12,48,2882.751666666666,3,7,13,4,"Debt Consolidation Loan, Not Specified, Home Equity Loan, and Mortgage Loan",13,6,1290.83,Yes
9330,2022-01-12,40,5393.26,6,9,29,6,"Credit-Builder Loan, Student Loan, Credit-Builder Loan, Mortgage Loan, Credit-Builder Loan, and Not Specified",36,15,3462.33,Yes
9329,2022-01-12,55,2525.370833333333,1,7,9,0,No Loan,10,9,401.98,No
9327,2022-01-12,28,7346.1125,8,3,13,2,"Credit-Builder Loan, and Debt Consolidation Loan",29,9,1375.13,Yes
9335,2022-01-12,41,1359.5766666666666,6,5,29,5,"Mortgage Loan, Credit-Builder Loan, Personal Loan, Credit-Builder Loan, and Debt Consolidation Loan",44,24,2679.53,Yes
9326,2022-01-12,42,1047.96564843664,6,7,15,1,Debt Consolidation Loan,24,11,582.83,Yes
9324,2022-01-12,41,2040.078333333333,4,6,20,6,"Auto Loan, Auto Loan, Auto Loan, Personal Loan, Student Loan, and Not Specified",24,18,636.21,Yes
9322,2022-01-12,41,1657.3233333333335,7,7,22,9,"Student Loan, Debt Consolidation Loan, Payday Loan, Student Loan, Mortgage Loan, Student Loan, Not Specified, Auto Loan, and Credit-Builder Loan",27,18,2383.67,Yes
9321,2022-01-12,38,9477.501739006791,3,5,9,2,"Debt Consolidation Loan, and Personal Loan",13,4,803.03,No
9320,2022-01-12,22,7017.212499999999,5,5,8,2,"Student Loan, and Mortgage Loan",5,10,345.47,Yes
9319,2022-01-12,20,10918.73,3,4,12,0,No Loan,1,3,1180.29,No
9318,2022-01-12,36,3269.515,3,3,10,0,No Loan,13,12,327.22,No
9325,2022-01-12,31,1303.6725,6,10,13,6,"Debt Consolidation Loan, Payday Loan, Credit-Builder Loan, Mortgage Loan, Mortgage Loan, and Mortgage Loan",26,18,1680.63,Yes
9219,2022-01-12,43,1024.9958333333334,10,9,21,9,"Credit-Builder Loan, Student Loan, Home Equity Loan, Credit-Builder Loan, Mortgage Loan, Payday Loan, Personal Loan, Credit-Builder Loan, and Debt Consolidation Loan",39,24,4397.24,Yes
9218,2022-01-12,42,5642.044999999999,7,5,15,5,"Debt Consolidation Loan, Student Loan, Not Specified, Credit-Builder Loan, and Auto Loan",25,7,1080.51,Yes
9217,2022-01-12,34,4526.96,3,4,8,3,"Mortgage Loan, Personal Loan, and Payday Loan",27,14,2201.14,Yes
9117,2022-01-12,18,1240.0627597866894,5,6,7,4,"Debt Consolidation Loan, Payday Loan, Student Loan, and Home Equity Loan",13,13,976.94,Yes
9116,2022-01-12,55,2037.4675,6,5,11,3,"Home Equity Loan, Mortgage Loan, and Payday Loan",9,9,207.04,No
9115,2022-01-12,38,1428.2329166666666,3,5,2,4,"Debt Consolidation Loan, Credit-Builder Loan, Not Specified, and Payday Loan",2,3,1438.9,No
9114,2022-01-12,37,7241.865000000002,3,4,14,5,"Payday Loan, Credit-Builder Loan, Credit-Builder Loan, Not Specified, and Auto Loan",6,6,281.84,Yes
9113,2022-01-12,39,6358.956666666666,7,5,23,4,"Personal Loan, Home Equity Loan, Mortgage Loan, and Student Loan",39,19,1527.77,Yes
9112,2022-01-12,24,5010.3475,6,8,29,7,"Debt Consolidation Loan, Credit-Builder Loan, Not Specified, Payday Loan, Home Equity Loan, Home Equity Loan, and Debt Consolidation Loan",54,22,4058.77,Yes
9111,2022-01-12,37,4535.8325,6,9,30,3,"Debt Consolidation Loan, Student Loan, and Home Equity Loan",59,24,2339.06,Yes
9110,2022-01-12,45,3452.164166666667,1,7,1,0,No Loan,13,9,353.85,No
9109,2022-01-12,28,3336.6650000000004,7,10,27,6,"Debt Consolidation Loan, Auto Loan, Credit-Builder Loan, Student Loan, Payday Loan, and Credit-Builder Loan",19,18,2257.71,Yes
9108,2022-01-12,22,1145.1858333333332,6,9,22,9,"Auto Loan, Debt Consolidation Loan, Credit-Builder Loan, Home Equity Loan, Personal Loan, Not Specified, Home Equity Loan, Student Loan, and Debt Consolidation Loan",34,19,4727.66,Yes
9107,2022-01-12,30,4812.425,4,8,30,3,"Auto Loan, Student Loan, and Auto Loan",27,10,2019.49,Yes
9106,2022-01-12,51,2924.4725,6,5,2,4,"Mortgage Loan, Credit-Builder Loan, Student Loan, and Not Specified",26,13,1300.2,No
9105,2022-01-12,38,9117.086666666666,3,7,13,2,"Not Specified, and Mortgage Loan",6,19,599.48,No
9104,2022-01-12,33,5560.763864309554,6,7,7,6,"Mortgage Loan, Not Specified, Debt Consolidation Loan, Not Specified, Personal Loan, and Mortgage Loan",17,13,509.41,Yes
9103,2022-01-12,28,1095.7355068070874,5,3,18,4,"Credit-Builder Loan, Mortgage Loan, Auto Loan, and Credit-Builder Loan",20,11,695.46,No
9118,2022-01-12,40,1639.99125,0,5,6,1,Not Specified,2,7,1292.69,No
9119,2022-01-12,32,3637.6075,7,5,24,6,"Debt Consolidation Loan, Mortgage Loan, Auto Loan, Personal Loan, Personal Loan, and Debt Consolidation Loan",22,24,2773.96,Yes
9120,2022-01-12,36,7920.505,4,7,9,4,"Mortgage Loan, Auto Loan, Credit-Builder Loan, and Home Equity Loan",27,13,1215.93,No
9121,2022-01-12,33,1795.7958333333331,7,10,22,5,"Payday Loan, Debt Consolidation Loan, Debt Consolidation Loan, Mortgage Loan, and Personal Loan",52,13,2687.09,Yes
9137,2022-01-12,36,5019.0525,9,9,27,8,"Student Loan, Mortgage Loan, Credit-Builder Loan, Payday Loan, Auto Loan, Student Loan, Auto Loan, and Auto Loan",52,22,2637.08,Yes
9136,2022-01-12,30,2072.2716666666665,5,4,20,1,Not Specified,5,13,1032.75,No
9135,2022-01-12,45,2078.3641666666667,5,5,9,3,"Debt Consolidation Loan, Student Loan, and Mortgage Loan",15,12,1489.2,No
9134,2022-01-12,28,1478.1628339476297,8,6,17,6,"Payday Loan, Mortgage Loan, Mortgage Loan, Payday Loan, Auto Loan, and Home Equity Loan",10,17,1506.54,Yes
9133,2022-01-12,55,1366.23125,7,6,1,0,No Loan,8,9,442.21,No
9132,2022-01-12,21,5712.553333333332,9,5,30,2,"Not Specified, and Payday Loan",60,19,2329.02,Yes
9131,2022-01-12,40,1820.0525,7,10,22,9,"Auto Loan, Home Equity Loan, Payday Loan, Mortgage Loan, Debt Consolidation Loan, Home Equity Loan, Credit-Builder Loan, Personal Loan, and Credit-Builder Loan",36,21,2530.46,Yes
9102,2022-01-12,41,5598.133333333332,3,5,16,2,"Student Loan, and Personal Loan",20,7,1167.2,No
9130,2022-01-12,21,4800.833333333333,2,2,1,1,Debt Consolidation Loan,11,0,275.56,No
9128,2022-01-12,18,4672.3525,9,5,30,6,"Auto Loan, Mortgage Loan, Student Loan, Not Specified, Personal Loan, and Auto Loan",41,21,4368.6,Yes
9127,2022-01-12,18,2626.1986292298348,7,5,17,3,"Mortgage Loan, Auto Loan, and Student Loan",60,24,1379.31,Yes
9125,2022-01-12,21,2190.3075,5,3,19,4,"Personal Loan, Home Equity Loan, Credit-Builder Loan, and Personal Loan",11,14,805.57,Yes
9124,2022-01-12,28,1556.7785712958682,7,7,26,6,"Credit-Builder Loan, Credit-Builder Loan, Personal Loan, Student Loan, Personal Loan, and Payday Loan",31,16,1948.2,Yes
9123,2022-01-12,26,11621.246666666664,6,3,19,0,No Loan,25,17,551.73,No
9129,2022-01-12,26,6184.633333333334,1,3,8,4,"Home Equity Loan, Credit-Builder Loan, Payday Loan, and Student Loan",16,12,519.66,No
9138,2022-01-12,42,3844.9098762535073,8,6,13,3,"Debt Consolidation Loan, Mortgage Loan, and Home Equity Loan",6,18,140.69,Yes
9101,2022-01-12,36,4550.283333333334,9,8,5,0,No Loan,7,18,1390.92,No
9078,2022-01-12,51,4759.567185632353,3,2,1,0,No Loan,10,2,101.29,No
9077,2022-01-12,21,5114.113333333334,4,3,15,5,"Payday Loan, Auto Loan, Not Specified, Auto Loan, and Not Specified",6,19,1568.33,Yes
9076,2022-01-12,23,919.7670833333334,8,6,18,3,"Payday Loan, Debt Consolidation Loan, and Personal Loan",21,20,1259.3,Yes
9075,2022-01-12,46,8655.2725,4,5,10,4,"Student Loan, Personal Loan, Student Loan, and Mortgage Loan",7,2,1042.82,No
9074,2022-01-12,46,941.4129166666668,4,4,11,7,"Debt Consolidation Loan, Credit-Builder Loan, Home Equity Loan, Mortgage Loan, Credit-Builder Loan, Payday Loan, and Personal Loan",22,20,1157.35,Yes
9073,2022-01-12,49,3669.5725,5,4,12,0,No Loan,3,8,927.63,No
9072,2022-01-12,28,1670.295,10,6,24,5,"Student Loan, Debt Consolidation Loan, Not Specified, Credit-Builder Loan, and Personal Loan",39,17,3796.48,Yes
9071,2022-01-12,38,2523.523333333333,3,6,13,3,"Home Equity Loan, Not Specified, and Debt Consolidation Loan",4,12,2662.33,Yes
9069,2022-01-12,55,1574.000416666667,2,5,12,3,"Credit-Builder Loan, Credit-Builder Loan, and Auto Loan",8,7,905.47,No
9068,2022-01-12,31,5157.575,6,6,23,3,"Debt Consolidation Loan, Not Specified, and Debt Consolidation Loan",58,19,1737.83,Yes
9067,2022-01-12,49,8150.1925,0,3,4,1,Auto Loan,6,9,56.47,No
9066,2022-01-12,35,1049.7883333333332,7,4,9,7,"Mortgage Loan, Debt Consolidation Loan, Student Loan, Auto Loan, Auto Loan, Payday Loan, and Mortgage Loan",29,11,1877.48,Yes
9079,2022-01-12,45,4521.546666666666,6,5,19,1,Auto Loan,12,19,1251.99,Yes
9080,2022-01-12,36,5129.465,3,6,5,1,Auto Loan,18,15,559.19,Yes
9081,2022-01-12,23,3917.995,7,9,21,7,"Mortgage Loan, Credit-Builder Loan, Mortgage Loan, Personal Loan, Mortgage Loan, Personal Loan, and Payday Loan",45,25,3982.17,Yes
9098,2022-01-12,31,1496.7016666666666,7,6,13,0,No Loan,6,16,1277.85,Yes
9097,2022-01-12,49,1407.6066666666666,4,4,2,4,"Not Specified, Credit-Builder Loan, Debt Consolidation Loan, and Personal Loan",15,8,426.13,No
9096,2022-01-12,37,8699.7675,5,5,7,2,"Home Equity Loan, and Home Equity Loan",27,17,1256.48,Yes
9095,2022-01-12,35,2473.343333333333,10,6,24,4,"Auto Loan, Credit-Builder Loan, Student Loan, and Auto Loan",36,19,1963.21,Yes
9093,2022-01-12,56,5530.4975,6,7,1,1,Credit-Builder Loan,28,9,28.52,No
9092,2022-01-12,36,4312.645,4,7,18,6,"Not Specified, Personal Loan, Home Equity Loan, Credit-Builder Loan, Student Loan, and Mortgage Loan",20,17,2358.09,Yes
9100,2022-01-12,47,10241.9,1,6,9,4,"Auto Loan, Home Equity Loan, Debt Consolidation Loan, and Not Specified",11,4,926.62,No
9091,2022-01-12,50,5036.216666666666,4,6,15,1,Student Loan,18,16,302.87,Yes
9089,2022-01-12,20,1179.5280212107816,8,8,13,3,"Personal Loan, Student Loan, and Personal Loan",20,17,2609.26,Yes
9088,2022-01-12,19,3163.3266666666664,6,3,11,2,"Debt Consolidation Loan, and Payday Loan",14,7,23.58,Yes
9087,2022-01-12,37,2742.745000000001,7,3,7,2,"Home Equity Loan, and Not Specified",15,13,1053.3,No
9086,2022-01-12,32,4369.5425,6,10,15,5,"Auto Loan, Home Equity Loan, Debt Consolidation Loan, Personal Loan, and Home Equity Loan",47,24,1482.64,Yes
9085,2022-01-12,46,6718.465,4,7,12,1,Personal Loan,7,12,715.49,No
9084,2022-01-12,37,5104.2875,6,7,13,0,No Loan,14,16,46.28,Yes
9083,2022-01-12,21,2793.0325,5,4,11,0,No Loan,28,14,917.25,No
9090,2022-01-12,45,1683.127517051273,7,8,16,9,"Student Loan, Home Equity Loan, Credit-Builder Loan, Student Loan, Debt Consolidation Loan, Mortgage Loan, Mortgage Loan, Auto Loan, and Personal Loan",50,22,1287.97,Yes
9140,2022-01-12,44,2022.3508333333327,4,7,9,1,Credit-Builder Loan,15,17,1476.59,No
9141,2022-01-12,54,9503.536666666669,7,3,18,2,"Credit-Builder Loan, and Home Equity Loan",10,12,244.28,No
9195,2022-01-12,25,1467.52125,5,7,14,4,"Not Specified, Mortgage Loan, Personal Loan, and Mortgage Loan",23,9,700.09,Yes
9194,2022-01-12,36,6195.406666666668,9,10,13,8,"Auto Loan, Home Equity Loan, Not Specified, Home Equity Loan, Credit-Builder Loan, Student Loan, Student Loan, and Home Equity Loan",56,18,1759.3,Yes
9192,2022-01-12,52,9233.24,6,4,6,2,"Credit-Builder Loan, and Mortgage Loan",27,16,1342.37,No
9191,2022-01-12,36,1216.138333333333,1,7,2,4,"Auto Loan, Mortgage Loan, Auto Loan, and Credit-Builder Loan",10,8,225.57,No
9190,2022-01-12,43,842.7420833333333,7,8,13,3,"Mortgage Loan, Personal Loan, and Credit-Builder Loan",48,16,1920.67,Yes
9189,2022-01-12,20,3046.080833333333,5,1,3,4,"Payday Loan, Mortgage Loan, Debt Consolidation Loan, and Credit-Builder Loan",3,11,1334.54,No
9188,2022-01-12,36,1022.2004166666668,6,8,26,2,"Not Specified, and Payday Loan",27,8,2431.08,Yes
9187,2022-01-12,46,2271.248333333333,4,3,11,1,Payday Loan,6,19,315.1,No
9185,2022-01-12,42,1542.769166666667,6,8,28,9,"Student Loan, Home Equity Loan, Mortgage Loan, Debt Consolidation Loan, Home Equity Loan, Mortgage Loan, Credit-Builder Loan, Auto Loan, and Student Loan",56,21,4827.99,Yes
9183,2022-01-12,43,1847.6891666666668,4,5,19,2,"Personal Loan, and Debt Consolidation Loan",18,9,335.04,Yes
9182,2022-01-12,34,1577.3325000000002,4,5,4,3,"Home Equity Loan, Mortgage Loan, and Home Equity Loan",13,3,104.09,No
9197,2022-01-12,47,4908.925,5,6,1,1,Not Specified,7,10,1170.66,No
9198,2022-01-12,51,864.4204166666667,6,6,13,4,"Not Specified, Not Specified, Personal Loan, and Not Specified",18,15,1418.26,Yes
9200,2022-01-12,21,9669.6125,0,7,7,3,"Not Specified, Payday Loan, and Payday Loan",6,9,1248.12,No
9215,2022-01-12,19,5005.1325,10,8,19,6,"Mortgage Loan, Mortgage Loan, Mortgage Loan, Student Loan, Not Specified, and Debt Consolidation Loan",33,15,4896.77,Yes
9214,2022-01-12,23,2146.3445933191365,3,5,19,4,"Student Loan, Home Equity Loan, Not Specified, and Credit-Builder Loan",5,20,173.09,No
9213,2022-01-12,36,9233.3625,5,7,2,4,"Mortgage Loan, Not Specified, Personal Loan, and Debt Consolidation Loan",18,14,1351.42,No
9211,2022-01-12,40,3080.005833333333,1,5,11,1,Not Specified,5,4,482.5,No
9181,2022-01-12,19,1462.8325,10,8,28,5,"Student Loan, Not Specified, Not Specified, Payday Loan, and Credit-Builder Loan",17,13,2500.42,Yes
9209,2022-01-12,30,14880.383333333331,3,5,4,1,Debt Consolidation Loan,2,10,116.94,No
9206,2022-01-12,19,3614.863333333333,3,2,7,1,Student Loan,3,10,1262.52,No
9205,2022-01-12,21,3416.265,3,7,13,4,"Debt Consolidation Loan, Student Loan, Credit-Builder Loan, and Home Equity Loan",8,16,2576.96,Yes
9203,2022-01-12,35,4858.617659067718,8,6,6,0,No Loan,14,19,552.5,Yes
9202,2022-01-12,21,3431.731666666666,4,7,21,2,"Home Equity Loan, and Personal Loan",12,9,1442.28,Yes
9201,2022-01-12,39,3152.455,5,5,13,2,"Personal Loan, and Mortgage Loan",25,10,1490.42,Yes
9208,2022-01-12,45,2569.562628241997,10,10,20,9,"Not Specified, Home Equity Loan, Auto Loan, Student Loan, Auto Loan, Credit-Builder Loan, Not Specified, Credit-Builder Loan, and Auto Loan",17,24,2421.89,Yes
9180,2022-01-12,30,2456.391666666667,7,7,25,6,"Home Equity Loan, Not Specified, Student Loan, Payday Loan, Debt Consolidation Loan, and Student Loan",54,9,2561.04,Yes
9179,2022-01-12,22,10874.026666666668,6,3,10,1,Auto Loan,5,19,398.2,Yes
9178,2022-01-12,36,4933.153333333333,0,6,2,1,Mortgage Loan,5,9,53.9,No
9156,2022-01-12,36,1197.8416666666667,6,4,20,4,"Debt Consolidation Loan, Not Specified, Payday Loan, and Payday Loan",4,15,593.33,Yes
9155,2022-01-12,53,5218.0075,7,7,17,3,"Payday Loan, Not Specified, and Home Equity Loan",28,15,1293.89,No
9154,2022-01-12,22,8422.1825,5,7,2,4,"Home Equity Loan, Not Specified, Home Equity Loan, and Credit-Builder Loan",7,2,1361.83,No
9153,2022-01-12,56,5916.31,6,6,20,0,No Loan,29,10,314.2,Yes
9152,2022-01-12,44,1322.1358333333333,6,9,26,2,"Personal Loan, and Student Loan",32,21,1488.01,Yes
9151,2022-01-12,35,4037.299792032216,7,8,19,3,"Payday Loan, Student Loan, and Payday Loan",27,20,1336.77,Yes
9158,2022-01-12,30,5758.048333333332,5,7,9,3,"Credit-Builder Loan, Not Specified, and Debt Consolidation Loan",9,2,1370.98,No
9148,2022-01-12,32,1721.2358333333334,8,6,22,5,"Debt Consolidation Loan, Not Specified, Home Equity Loan, Home Equity Loan, and Credit-Builder Loan",19,16,3305.69,Yes
9147,2022-01-12,28,839.6520833333334,7,7,28,5,"Personal Loan, Payday Loan, Home Equity Loan, Payday Loan, and Credit-Builder Loan",33,22,2630.75,Yes
9146,2022-01-12,37,1510.7347878324483,10,9,19,6,"Student Loan, Not Specified, Home Equity Loan, Debt Consolidation Loan, Not Specified, and Personal Loan",22,11,2057.56,Yes
9145,2022-01-12,38,7934.017499999999,6,4,8,0,No Loan,24,14,1144.73,No
9144,2022-01-12,28,8547.2,4,4,12,2,"Personal Loan, and Home Equity Loan",28,6,1461.27,Yes
9143,2022-01-12,35,1127.0079166666665,4,10,28,3,"Credit-Builder Loan, Debt Consolidation Loan, and Mortgage Loan",30,9,2684.33,Yes
9142,2022-01-12,18,1199.302042359448,10,9,20,8,"Mortgage Loan, Payday Loan, Personal Loan, Payday Loan, Not Specified, Not Specified, Not Specified, and Personal Loan",26,18,4231.86,Yes
9149,2022-01-12,23,1156.6775,2,7,6,0,No Loan,1,7,1269.39,No
9374,2022-01-12,41,9389.89,3,5,18,0,No Loan,21,15,480.73,Yes
9161,2022-01-12,29,753.7220833333333,9,8,16,6,"Debt Consolidation Loan, Credit-Builder Loan, Debt Consolidation Loan, Student Loan, Payday Loan, and Home Equity Loan",22,22,4649.87,Yes
9177,2022-01-12,32,1619.476666666667,7,9,16,8,"Payday Loan, Student Loan, Auto Loan, Auto Loan, Mortgage Loan, Not Specified, Student Loan, and Personal Loan",48,18,2024.36,Yes
9176,2022-01-12,31,8676.6425,1,4,11,4,"Mortgage Loan, Home Equity Loan, Personal Loan, and Credit-Builder Loan",7,10,1057.95,No
9175,2022-01-12,28,1610.6475,8,5,13,7,"Auto Loan, Mortgage Loan, Not Specified, Student Loan, Payday Loan, Payday Loan, and Payday Loan",5,10,1520.82,Yes
9174,2022-01-12,39,4891.05,7,5,27,4,"Student Loan, Credit-Builder Loan, Debt Consolidation Loan, and Home Equity Loan",58,20,1494.92,Yes
9173,2022-01-12,49,8751.1,8,3,1,3,"Personal Loan, Auto Loan, and Not Specified",19,16,263.7,No
9172,2022-01-12,22,8852.695,4,5,20,7,"Payday Loan, Not Specified, Mortgage Loan, Mortgage Loan, Personal Loan, Auto Loan, and Not Specified",6,9,24.17,Yes
9170,2022-01-12,35,5325.548333333333,5,5,10,2,"Payday Loan, and Mortgage Loan",18,19,1047.98,Yes
9168,2022-01-12,44,10248.626666666669,5,5,9,4,"Debt Consolidation Loan, Debt Consolidation Loan, Student Loan, and Student Loan",26,12,262.19,Yes
9167,2022-01-12,50,2114.913333333333,4,5,13,3,"Personal Loan, Debt Consolidation Loan, and Student Loan",22,18,640.91,No
9166,2022-01-12,29,2584.0441666666666,6,4,8,1,Mortgage Loan,14,10,952.29,No
9165,2022-01-12,30,3680.400833333333,3,6,11,1,Student Loan,24,1,761.2,No
9163,2022-01-12,19,2637.120833333333,5,3,2,4,"Mortgage Loan, Payday Loan, Payday Loan, and Debt Consolidation Loan",7,1,40.48,No
9162,2022-01-12,26,6550.971666666667,0,3,11,4,"Payday Loan, Student Loan, Not Specified, and Personal Loan",11,5,1342.05,No
7500,2022-01-12,42,2764.268333333333,10,5,15,3,"Credit-Builder Loan, Payday Loan, and Credit-Builder Loan",41,10,2103.76,Yes
7498,2022-01-12,49,2543.5785468157023,7,3,14,1,Debt Consolidation Loan,18,15,432.67,Yes
5834,2022-01-12,45,5717.384999999998,3,4,14,4,"Home Equity Loan, Mortgage Loan, Home Equity Loan, and Mortgage Loan",11,12,352.97,Yes
5833,2022-01-12,47,6744.509999999998,4,5,9,0,No Loan,23,13,640.59,No
5832,2022-01-12,20,11053.1625,5,1,3,3,"Payday Loan, Personal Loan, and Student Loan",3,9,689.42,No
5830,2022-01-12,24,6140.668333333334,6,3,18,1,Mortgage Loan,26,8,1494.93,No
5829,2022-01-12,52,1520.2883333333332,3,3,6,4,"Credit-Builder Loan, Debt Consolidation Loan, Personal Loan, and Payday Loan",12,3,1357.95,No
5828,2022-01-12,45,1300.5929166666667,6,7,15,0,No Loan,6,18,1375.66,No
5827,2022-01-12,35,1241.935,6,10,19,5,"Auto Loan, Student Loan, Personal Loan, Payday Loan, and Home Equity Loan",18,21,2344.37,Yes
5826,2022-01-12,41,1989.4216666666664,5,7,15,4,"Mortgage Loan, Not Specified, Debt Consolidation Loan, and Auto Loan",28,6,982.91,Yes
5825,2022-01-12,37,8120.3600000000015,3,6,3,3,"Credit-Builder Loan, Auto Loan, and Home Equity Loan",15,4,162.01,No
5822,2022-01-12,33,3711.854166666666,0,3,4,2,"Credit-Builder Loan, and Debt Consolidation Loan",6,3,588.59,No
5821,2022-01-12,25,3467.9466666666667,7,3,13,3,"Home Equity Loan, Auto Loan, and Debt Consolidation Loan",22,13,1425.04,Yes
5820,2022-01-12,21,1246.746666666667,4,4,13,2,"Not Specified, and Personal Loan",12,18,1226.09,No
5835,2022-01-12,53,3355.825833333334,4,6,4,3,"Student Loan, Home Equity Loan, and Mortgage Loan",10,5,660.89,No
5836,2022-01-12,20,5236.785,3,5,6,1,Credit-Builder Loan,18,11,788.73,Yes
5837,2022-01-12,44,1300.04875,0,7,12,1,Home Equity Loan,14,3,136.25,No
5838,2022-01-12,40,1855.8075,8,3,16,4,"Mortgage Loan, Student Loan, Mortgage Loan, and Auto Loan",26,15,560.41,No
5854,2022-01-12,25,1776.331666666667,6,9,13,3,"Home Equity Loan, Auto Loan, and Debt Consolidation Loan",22,20,1505.0,Yes
5853,2022-01-12,54,1743.38,0,7,9,0,No Loan,1,11,1234.3,No
5852,2022-01-12,51,2495.1125,3,5,4,3,"Mortgage Loan, Auto Loan, and Personal Loan",13,9,791.4,No
5851,2022-01-12,18,1092.1041666666667,8,10,24,5,"Credit-Builder Loan, Credit-Builder Loan, Auto Loan, Mortgage Loan, and Personal Loan",52,23,1448.71,Yes
5850,2022-01-12,55,9859.615,3,2,5,3,"Personal Loan, Home Equity Loan, and Home Equity Loan",11,1,970.26,No
5848,2022-01-12,31,1786.2683333333334,6,10,25,9,"Auto Loan, Credit-Builder Loan, Not Specified, Debt Consolidation Loan, Debt Consolidation Loan, Auto Loan, Mortgage Loan, Personal Loan, and Debt Consolidation Loan",36,15,3896.76,Yes
5819,2022-01-12,54,9398.6,8,3,8,2,"Auto Loan, and Personal Loan",29,18,1330.29,Yes
5847,2022-01-12,33,2709.1,9,7,28,2,"Debt Consolidation Loan, and Home Equity Loan",45,14,1334.81,Yes
5845,2022-01-12,46,6633.403333333333,9,7,19,6,"Home Equity Loan, Payday Loan, Student Loan, Student Loan, Credit-Builder Loan, and Auto Loan",45,21,4287.78,Yes
5844,2022-01-12,32,2947.600833333333,6,5,11,0,No Loan,13,18,914.86,Yes
5843,2022-01-12,36,4276.308510084999,5,6,6,1,Mortgage Loan,29,18,1179.08,No
